% Model:              C2DNSEps01Pe1.mph
% Version:            COMSOL 5.6.0.280
% Date:               Apr 22 2021, 17:05
% Dimension:          2
% Nodes:              4001
% Expressions:        5
% Description:        Velocity field, x component, Velocity field, y component, , , Gradient of c, y component
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  u2 (1)                   u2x (1/m)                u2y (1/m)
-0.825                    -0.5                     0.9183923323844189       -1.5979713795387866E-5   0.9999971205547492       -6.082979230817694E-5    -1.0786816160985615E-8
-0.8240000000000001       -0.5                     0.9175330022669304       -1.6057826097240648E-5   0.9999970590971731       -6.208535986100311E-5    -1.1080098410289858E-8
-0.823                    -0.5                     0.9166699589409805       -1.6135793505648044E-5   0.9999969963840292       -6.334092740161777E-5    -1.1373372667519858E-8
-0.8220000000000001       -0.5                     0.9158032024065695       -1.6213616020605778E-5   0.9999969324153183       -6.459649495511008E-5    -1.16666549168241E-8
-0.821                    -0.5                     0.9149327326636968       -1.6291293642116086E-5   0.9999968671910395       -6.585206250549472E-5    -1.1959938944039805E-8
-0.8200000000000001       -0.5                     0.9140585497123632       -1.6368826370179452E-5   0.9999968007111932       -6.710763004788477E-5    -1.2253218528785699E-8
-0.819                    -0.5                     0.9131806535525683       -1.6446214204793326E-5   0.9999967329757796       -6.836319760271033E-5    -1.2546503444202913E-8
-0.8180000000000001       -0.5                     0.9122990441843116       -1.6523457145962108E-5   0.9999966639847978       -6.961876515842305E-5    -1.2839781252591969E-8
-0.817                    -0.5                     0.9114137216075938       -1.660055519367976E-5    0.9999965937382491       -7.087433269992593E-5    -1.3133059062589521E-8
-0.8160000000000001       -0.5                     0.9105246858224152       -1.667750834795189E-5    0.9999965222361327       -7.212990024675689E-5    -1.3426342200072182E-8
-0.815                    -0.5                     0.9096319368287744       -1.6754316608778267E-5   0.9999964494784483       -7.338546780069423E-5    -1.3719621786365005E-8
-0.8140000000000001       -0.5                     0.9087354746266729       -1.68309799761545E-5     0.9999963754651968       -7.464103533864341E-5    -1.4012901371133987E-8
-0.813                    -0.5                     0.90783529921611         -1.690749845008375E-5    0.999996300196378        -7.589660290146257E-5    -1.4306184510202059E-8
-0.812                    -0.5                     0.9069314105970859       -1.6983872030568428E-5   0.9999962236719915       -7.715217044651715E-5    -1.4599464094924864E-8
-0.8109999999999999       -0.5                     0.9060238087695999       -1.706010071760173E-5    0.9999961458920369       -7.840773799512544E-5    -1.4892750786691221E-8
-0.81                     -0.5                     0.9051125959236062       -1.7136187481225213E-5   0.9999960672809136       -7.894541150334652E-5    -1.5206666144251016E-8
-0.8089999999999999       -0.5                     0.904197996707531        -1.7212130015361203E-5   0.9999959877117728       -8.019287058326141E-5    -1.5534727607161828E-8
-0.808                    -0.5                     0.9032800065953248       -1.728792593224044E-5    0.9999959068951726       -8.144032964185902E-5    -1.586279617388402E-8
-0.8069999999999999       -0.5                     0.9023586255869871       -1.7363575231855902E-5   0.9999958248311133       -8.26877887217739E-5     -1.6190878953061514E-8
